operation_mode,start_datetime,session_id,flight_duration_min,operation_mode_enc,month,season,hour,starting_battery,sprayed_area,total_amount_l,hour_sin,hour_cos,month_sin,month_cos,flight_index_within_day,rolling_duration_3,temperature_2m,wind_speed_10m,precipitation
AUTO,2024-01-04 16:32:53,AUTO_2,5.3,0,1,Dry,16,99.0,0.4026666666666667,8.14,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,19,2.7583333333333333,27.4,8.3,0.0
AUTO,2024-01-04 16:38:11,AUTO_2,2.6,0,1,Dry,16,38.0,0.228,4.65,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,20,3.6055555555555556,27.4,8.3,0.0
AUTO,2024-01-04 16:53:19,AUTO_2,7.416666666666667,0,1,Dry,16,99.0,1.1473333333333333,23.14,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,21,3.433333333333333,27.4,8.3,0.0
AUTO,2024-01-04 17:03:02,AUTO_2,4.45,0,1,Dry,17,98.0,0.332,6.83,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,22,5.105555555555555,25.9,8.1,0.0
AUTO,2024-01-04 17:07:29,AUTO_2,1.8333333333333335,0,1,Dry,17,61.0,0.21666666666666667,4.35,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,23,4.822222222222222,25.9,8.1,0.0
AUTO,2024-01-04 17:09:20,AUTO_2,2.3,0,1,Dry,17,46.0,0.32266666666666666,5.02,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,24,4.566666666666667,25.9,8.1,0.0
AUTO,2024-01-04 17:46:38,AUTO_2,5.383333333333334,0,1,Dry,17,99.0,0.628,12.71,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,26,2.861111111111111,25.9,8.1,0.0
AUTO,2024-01-04 17:52:01,AUTO_2,2.1,0,1,Dry,17,38.0,0.22533333333333333,4.5,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,27,3.172222222222223,25.9,8.1,0.0
AUTO,2024-01-04 17:56:04,AUTO_2,3.25,0,1,Dry,17,100.0,0.29733333333333334,6.09,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,28,3.2611111111111115,25.9,8.1,0.0
AUTO,2024-01-04 17:59:19,AUTO_2,3.3166666666666664,0,1,Dry,17,60.0,0.43533333333333335,8.83,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,29,3.577777777777779,25.9,8.1,0.0
AUTO,2024-01-04 18:02:39,AUTO_2,1.4666666666666668,0,1,Dry,18,24.0,0.09000000000000001,1.79,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,30,2.8888888888888893,23.9,5.5,0.0
AUTO,2024-01-04 18:05:22,AUTO_2,3.4333333333333336,0,1,Dry,18,100.0,0.33399999999999996,6.84,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,31,2.6777777777777785,23.9,5.5,0.0
AUTO,2024-01-04 18:08:48,AUTO_2,3.033333333333333,0,1,Dry,18,71.0,0.238,7.79,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,32,2.7388888888888894,23.9,5.5,0.0
AUTO,2024-01-04 18:24:33,AUTO_2,2.6833333333333336,0,1,Dry,18,99.0,0.21266666666666667,4.4,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,33,2.6444444444444453,23.9,5.5,0.0
AUTO,2024-01-04 18:27:14,AUTO_2,1.5166666666666666,0,1,Dry,18,69.0,0.17733333333333334,4.61,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,34,3.0500000000000007,23.9,5.5,0.0
AUTO,2024-01-04 18:28:46,AUTO_2,1.5833333333333335,0,1,Dry,18,52.0,0.20133333333333334,6.17,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,35,2.4111111111111114,23.9,5.5,0.0
AUTO,2024-01-05 07:12:12,AUTO_3,2.6833333333333336,0,1,Dry,7,99.0,0.34400000000000003,7.0,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,2.5694444444444446,22.6,3.8,0.0
AUTO,2024-01-05 07:16:07,AUTO_3,1.05,0,1,Dry,7,52.0,0.12266666666666667,2.64,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,2,2.6833333333333336,22.6,3.8,0.0
AUTO,2024-01-05 07:35:26,AUTO_3,2.35,0,1,Dry,7,99.0,0.2773333333333333,5.7,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,4,1.8666666666666667,22.6,3.8,0.0
AUTO,2024-01-05 07:37:47,AUTO_3,1.4166666666666667,0,1,Dry,7,76.0,0.14533333333333334,3.07,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,5,2.027777777777778,22.6,3.8,0.0
AUTO,2024-01-05 07:39:13,AUTO_3,1.8166666666666667,0,1,Dry,7,63.0,0.14066666666666666,2.98,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,6,1.6055555555555558,22.6,3.8,0.0
AUTO,2024-01-05 07:41:03,AUTO_3,1.45,0,1,Dry,7,45.0,0.10533333333333333,2.26,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,7,1.8611111111111114,22.6,3.8,0.0
